nohup: ignoring input
Generated base_lrs: ['0.100', '0.146', '0.213', '0.311', '0.453', '0.662', '0.965', '1.409', '2.056', '3.000']
=================================================================================
STARTING GRID SEARCH | Depths: [3, 6, 9] | LRs: [0.1, 0.14592328029610852, 0.21293603732376645, 0.3107232505953859, 0.4534175599114845, 0.6616417768614112, 0.9654893846056297, 1.408873780927246, 2.0558748363608466, 3.0] | Seeds: [42, 111, 1356]
=================================================================================

[Processing Depth 3] Saving to: depth-decoupled-var01ep20-depth:3-width:256-seeds_averaged.json
   -> LR: 0.1 Started across 3 seeds
   [Seed 42 | Ep 15/20] Train Loss: 1.7268, Train Acc: 0.3578 | Valid Loss: 1.7237, Valid Acc: 0.3756 | Test Loss: 1.7306, Test Acc: 0.3639
   [Seed 42 | Ep 16/20] Train Loss: 1.7315, Train Acc: 0.3517 | Valid Loss: 1.6920, Valid Acc: 0.3696 | Test Loss: 1.6935, Test Acc: 0.3677
   [Seed 42 | Ep 17/20] Train Loss: 1.6779, Train Acc: 0.3694 | Valid Loss: 1.6683, Valid Acc: 0.3830 | Test Loss: 1.6722, Test Acc: 0.3759
   [Seed 42 | Ep 18/20] Train Loss: 1.7347, Train Acc: 0.3434 | Valid Loss: 1.7419, Valid Acc: 0.3582 | Test Loss: 1.7475, Test Acc: 0.3570
   [Seed 42 | Ep 19/20] Train Loss: 1.7194, Train Acc: 0.3613 | Valid Loss: 1.6951, Valid Acc: 0.3740 | Test Loss: 1.6977, Test Acc: 0.3769
   [Seed 42 | Ep 20/20] Train Loss: 1.6339, Train Acc: 0.3871 | Valid Loss: 1.6229, Valid Acc: 0.3910 | Test Loss: 1.6207, Test Acc: 0.3943
   [Seed 111 | Ep 1/20] Train Loss: 2.1495, Train Acc: 0.2061 | Valid Loss: 2.1411, Valid Acc: 0.2013 | Test Loss: 2.1391, Test Acc: 0.2022
   [Seed 111 | Ep 2/20] Train Loss: 2.0710, Train Acc: 0.2229 | Valid Loss: 2.0624, Valid Acc: 0.2157 | Test Loss: 2.0607, Test Acc: 0.2213
   [Seed 111 | Ep 3/20] Train Loss: 2.0470, Train Acc: 0.2377 | Valid Loss: 2.0421, Valid Acc: 0.2343 | Test Loss: 2.0401, Test Acc: 0.2399
   [Seed 111 | Ep 4/20] Train Loss: 2.0232, Train Acc: 0.2434 | Valid Loss: 2.0133, Valid Acc: 0.2429 | Test Loss: 2.0102, Test Acc: 0.2483
   [Seed 111 | Ep 5/20] Train Loss: 1.9942, Train Acc: 0.2550 | Valid Loss: 1.9910, Valid Acc: 0.2521 | Test Loss: 1.9854, Test Acc: 0.2564
   [Seed 111 | Ep 6/20] Train Loss: 1.9739, Train Acc: 0.2613 | Valid Loss: 1.9652, Valid Acc: 0.2592 | Test Loss: 1.9586, Test Acc: 0.2614
   [Seed 111 | Ep 7/20] Train Loss: 1.9309, Train Acc: 0.2776 | Valid Loss: 1.9484, Valid Acc: 0.2671 | Test Loss: 1.9421, Test Acc: 0.2685
